"date_mes","type_demande","interv_detail","hauteur_maint","chemin","statut","utilisateur","interv_id","remarque","preco_picto","date_originale","S_t","S_mvolt","S_1","S_2","S_3","S_4","S_5","S_6","pp_mmjour","tair_max"
"2025-04-21 10:42:04","","","","","","","","","","1745232124000","13","6.9","31","35","36","30","256","256","",""
"2025-04-21 11:42:01","","","","","","","","","","1745235721000","13","6.9","31","34","36","30","256","256","",""
"2025-04-21 12:42:02","","","","","","","","","","1745239322000","13","6.9","31","35","36","30","256","256","",""
"2025-04-21 13:42:08","","","","","","","","","","1745242928000","13","6.9","31","35","36","30","256","256","",""
"2025-04-21 14:42:03","","","","","","","","","","1745246523000","13","6.9","31","34","36","30","256","256","",""
"2025-04-21 15:42:03","","","","","","","","","","1745250123000","13","6.9","31","34","36","30","256","256","",""
"2025-04-21 16:42:04","","","","","","","","","","1745253724000","13","6.9","32","34","36","30","256","256","",""
"2025-04-21 17:42:10","","","","","","","","","","1745257330000","13","6.9","32","35","36","30","256","256","",""
"2025-04-21 18:42:05","","","","","","","","","","1745260925000","13","6.9","32","35","36","31","256","256","",""
"2025-04-21 19:42:06","","","","","","","","","","1745264526000","13","6.9","32","36","37","31","256","256","",""
"2025-04-21 20:42:12","","","","","","","","","","1745268132000","13","6.9","33","35","37","31","256","256","",""
"2025-04-21 21:42:07","","","","","","","","","","1745271727000","13","6.9","33","35","37","31","256","256","",""
"2025-04-21 22:42:08","","","","","","","","","","1745275328000","12","6.9","33","35","36","31","256","256","",""
"2025-04-21 23:42:08","","","","","","","","","","1745278928000","12","6.9","33","35","36","31","256","256","",""
"2025-04-21 24:42:09","","","","","","","","","","1745282529000","12","6.9","33","35","37","31","256","256","",""
"2025-04-22 01:42:15","","","","","","","","","","1745286135000","12","6.9","33","35","37","31","256","256","",""
"2025-04-22 02:42:10","","","","","","","","","","1745289730000","12","6.9","34","35","37","31","256","256","",""
"2025-04-22 03:42:10","","","","","","","","","","1745293330000","12","6.9","34","36","37","31","256","256","",""
"2025-04-22 04:00:00","","","","","","","","","","","","","","","","","","","0","18.96"
"2025-04-22 04:42:11","","","","","","","","","","1745296931000","12","6.9","34","36","37","32","256","256","",""
"2025-04-22 05:42:17","","","","","","","","","","1745300537000","12","6.9","34","36","38","32","256","256","",""
"2025-04-22 06:42:13","","","","","","","","","","1745304133000","12","6.9","34","35","37","31","256","256","",""
"2025-04-22 07:42:19","","","","","","","","","","1745307739000","12","6.9","34","35","37","31","256","256","",""
"2025-04-22 08:42:16","","","","","","","","","","1745311336000","12","6.9","34","35","37","31","256","256","",""
"2025-04-22 10:42:15","","","","","","","","","","1745318535000","13","6.9","35","36","37","31","256","256","",""
"2025-04-22 11:42:18","","","","","","","","","","1745322138000","13","6.9","35","35","37","31","256","256","",""
"2025-04-22 12:42:18","","","","","","","","","","1745325738000","13","6.9","35","35","37","31","256","256","",""
"2025-04-22 13:42:16","","","","","","","","","","1745329336000","14","6.9","36","36","38","32","256","256","",""
"2025-04-22 14:42:17","","","","","","","","","","1745332937000","14","6.9","36","36","38","32","256","256","",""
"2025-04-22 15:42:18","","","","","","","","","","1745336538000","14","6.9","37","36","38","32","256","256","",""
"2025-04-22 16:42:18","","","","","","","","","","1745340138000","15","6.9","37","36","38","32","256","256","",""
"2025-04-22 17:42:22","","","","","","","","","","1745343742000","15","6.9","38","37","38","32","256","256","",""
"2025-04-22 18:42:21","","","","","","","","","","1745347341000","15","6.9","38","37","39","33","256","256","",""
"2025-04-22 19:42:19","","","","","","","","","","1745350939000","15","6.9","39","37","39","33","256","256","",""
"2025-04-22 20:42:20","","","","","","","","","","1745354540000","14","6.9","39","37","39","33","256","256","",""
"2025-04-22 21:42:21","","","","","","","","","","1745358141000","14","6.9","39","37","39","33","256","256","",""
"2025-04-22 22:42:24","","","","","","","","","","1745361744000","13","6.9","40","37","39","32","256","256","",""
"2025-04-22 23:42:25","","","","","","","","","","1745365345000","13","6.9","39","37","39","32","256","256","",""
"2025-04-22 24:42:23","","","","","","","","","","1745368943000","13","6.9","40","37","39","33","256","256","",""
"2025-04-23 01:42:24","","","","","","","","","","1745372544000","13","6.9","40","38","39","33","256","256","",""
"2025-04-23 02:42:24","","","","","","","","","","1745376144000","13","6.9","40","38","40","33","256","256","",""
"2025-04-23 03:42:27","","","","","","","","","","1745379747000","12","6.9","41","37","39","33","256","256","",""
"2025-04-23 04:00:00","","","","","","","","","","","","","","","","","","","20.31","16.7"
"2025-04-23 04:42:27","","","","","","","","","","1745383347000","12","6.9","40","37","39","33","256","256","",""
"2025-04-23 05:42:28","","","","","","","","","","1745386948000","12","6.9","40","38","40","33","256","256","",""
"2025-04-23 06:42:26","","","","","","","","","","1745390546000","12","6.9","40","37","39","33","256","256","",""
"2025-04-23 07:42:26","","","","","","","","","","1745394146000","12","6.9","40","37","39","33","256","256","",""
"2025-04-23 08:42:31","","","","","","","","","","1745397751000","13","6.9","41","38","40","33","256","256","",""
"2025-04-23 09:42:28","","","","","","","","","","1745401348000","13","6.9","41","38","40","33","256","256","",""
"2025-04-23 10:42:34","","","","","","","","","","1745404954000","13","6.9","41","38","40","33","256","256","",""
"2025-04-23 11:42:32","","","","","","","","","","1745408552000","13","6.9","41","38","40","33","256","256","",""
"2025-04-23 12:42:35","","","","","","","","","","1745412155000","13","6.9","42","38","40","33","256","256","",""
"2025-04-23 13:42:30","","","","","","","","","","1745415750000","13","6.9","42","38","40","33","256","256","",""
"2025-04-23 23:42:42","","","","","","","","","","1745451762000","12","6.9","22","25","27","23","256","256","",""
"2025-04-24 04:00:00","","","","","","","","","","","","","","","","","","","0","15.42"
"2025-04-24 04:42:39","","","","","","","","","","1745469759000","12","6.9","23","27","28","24","256","256","",""
"2025-04-24 05:42:45","","","","","","","","","","1745473365000","12","6.9","23","27","29","24","256","256","",""
"2025-04-24 09:42:44","","","","","","","","","","1745487764000","12","6.9","22","27","29","24","256","256","",""
"2025-04-24 10:42:48","","","","","","","","","","1745491368000","13","6.9","23","28","29","25","256","256","",""
"2025-04-24 11:42:46","","","","","","","","","","1745494966000","13","6.9","23","28","29","25","256","256","",""
"2025-04-24 12:42:44","","","","","","","","","","1745498564000","13","6.9","23","28","29","25","256","256","",""
"2025-04-24 13:42:46","","","","","","","","","","1745502166000","13","6.9","23","28","29","25","256","256","",""
"2025-04-24 14:42:47","","","","","","","","","","1745505767000","13","6.9","23","28","29","25","256","256","",""
"2025-04-24 15:42:48","","","","","","","","","","1745509368000","13","6.9","23","28","30","25","256","256","",""
"2025-04-24 17:42:51","","","","","","","","","","1745516571000","13","6.9","23","28","30","25","256","256","",""
"2025-04-24 18:42:47","","","","","","","","","","1745520167000","13","6.9","23","28","30","26","256","256","",""
"2025-04-24 19:42:53","","","","","","","","","","1745523773000","13","6.9","23","29","30","26","256","256","",""
"2025-04-24 20:42:49","","","","","","","","","","1745527369000","13","6.9","24","29","31","26","256","256","",""
"2025-04-24 21:42:48","","","","","","","","","","1745530968000","12","6.9","23","28","30","26","256","256","",""
"2025-04-24 22:42:50","","","","","","","","","","1745534570000","12","6.9","23","29","31","26","256","256","",""
"2025-04-24 24:42:51","","","","","","","","","","1745541771000","12","6.9","24","29","31","26","256","256","",""
"2025-04-25 01:42:54","","","","","","","","","","1745545374000","12","6.9","24","29","31","27","256","256","",""
"2025-04-25 02:42:57","","","","","","","","","","1745548977000","12","6.9","24","29","33","27","256","256","",""
"2025-04-25 03:42:52","","","","","","","","","","1745552572000","12","6.9","24","30","32","27","256","256","",""
"2025-04-25 04:00:00","","","","","","","","","","","","","","","","","","","0","16.28"
"2025-04-25 04:42:53","","","","","","","","","","1745556173000","11","6.9","24","29","31","26","256","256","",""
"2025-04-25 05:42:58","","","","","","","","","","1745559778000","11","6.9","26","29","31","26","256","256","",""
"2025-04-25 06:42:54","","","","","","","","","","1745563374000","11","6.9","24","29","31","26","256","256","",""
"2025-04-25 07:42:58","","","","","","","","","","1745566978000","12","6.9","24","30","32","27","256","256","",""
"2025-04-25 09:42:56","","","","","","","","","","1745574176000","12","6.9","24","29","32","27","256","256","",""
"2025-04-25 18:43:07","","","","","","","","","","1745606587000","14","6.9","25","31","33","27","256","256","",""
"2025-04-25 19:43:02","","","","","","","","","","1745610182000","14","6.9","27","31","33","28","256","256","",""
"2025-04-25 20:43:05","","","","","","","","","","1745613785000","13","6.9","27","30","33","28","256","256","",""
"2025-04-25 21:43:08","","","","","","","","","","1745617388000","13","6.9","28","31","33","28","256","256","",""
"2025-04-25 22:43:04","","","","","","","","","","1745620984000","13","6.9","30","31","33","28","256","256","",""
"2025-04-25 23:43:04","","","","","","","","","","1745624584000","12","6.9","29","31","33","27","256","256","",""
"2025-04-25 24:43:05","","","","","","","","","","1745628185000","12","6.9","29","31","34","28","256","256","",""
"2025-04-26 01:43:08","","","","","","","","","","1745631788000","12","6.9","29","31","34","28","256","256","",""
"2025-04-26 02:43:08","","","","","","","","","","1745635388000","12","6.9","31","31","34","28","256","256","",""
"2025-04-26 03:43:06","","","","","","","","","","1745638986000","12","6.9","31","31","34","28","256","256","",""
"2025-04-26 04:00:00","","","","","","","","","","","","","","","","","","","0","17.74"
"2025-04-26 04:43:07","","","","","","","","","","1745642587000","12","6.9","31","32","34","28","256","256","",""
"2025-04-26 05:43:10","","","","","","","","","","1745646190000","12","6.9","29","32","34","28","256","256","",""
"2025-04-26 06:43:08","","","","","","","","","","1745649788000","12","6.9","29","32","34","28","256","256","",""
"2025-04-26 07:43:08","","","","","","","","","","1745653388000","12","6.9","29","32","34","28","256","256","",""
"2025-04-26 08:43:09","","","","","","","","","","1745656989000","12","6.9","28","32","34","28","256","256","",""
"2025-04-26 09:43:13","","","","","","","","","","1745660593000","12","6.9","28","31","34","28","256","256","",""
"2025-04-26 10:43:16","","","","","","","","","","1745664196000","13","6.9","29","31","34","29","256","256","",""
"2025-04-26 11:43:14","","","","","","","","","","1745667794000","13","6.9","29","31","34","28","256","256","",""
"2025-04-26 12:43:17","","","","","","","","","","1745671397000","14","6.9","30","32","35","29","256","256","",""
"2025-04-26 13:43:18","","","","","","","","","","1745674998000","14","6.9","29","32","35","29","256","256","",""
"2025-04-26 14:43:18","","","","","","","","","","1745678598000","14","6.9","29","32","35","29","256","256","",""
"2025-04-26 15:43:16","","","","","","","","","","1745682196000","14","6.9","29","32","35","29","256","256","",""
"2025-04-26 16:43:17","","","","","","","","","","1745685797000","15","6.9","29","33","35","30","256","256","",""
"2025-04-26 17:43:20","","","","","","","","","","1745689400000","15","6.9","29","33","35","30","256","256","",""
"2025-04-26 18:43:15","","","","","","","","","","1745692995000","14","6.9","29","33","35","29","256","256","",""
"2025-04-26 19:43:16","","","","","","","","","","1745696596000","14","6.9","30","33","36","30","256","256","",""
"2025-04-26 20:43:16","","","","","","","","","","1745700196000","14","6.9","30","33","36","30","256","256","",""
"2025-04-26 21:43:17","","","","","","","","","","1745703797000","14","6.9","30","34","36","30","256","256","",""
"2025-04-26 22:43:20","","","","","","","","","","1745707400000","13","6.9","29","33","35","29","256","256","",""
"2025-04-26 23:43:18","","","","","","","","","","1745710998000","13","6.9","30","33","35","29","256","256","",""
"2025-04-26 24:43:18","","","","","","","","","","1745714598000","13","6.9","30","33","36","30","256","256","",""
"2025-04-27 01:43:20","","","","","","","","","","1745718200000","13","6.9","30","33","36","30","256","256","",""
"2025-04-27 02:43:20","","","","","","","","","","1745721800000","13","6.9","30","33","36","30","256","256","",""
"2025-04-27 03:43:23","","","","","","","","","","1745725403000","13","6.9","30","34","36","30","256","256","",""
"2025-04-27 04:00:00","","","","","","","","","","","","","","","","","","","1.73","19.56"
"2025-04-27 04:43:21","","","","","","","","","","1745729001000","13","6.9","31","34","36","30","256","256","",""
"2025-04-27 05:43:27","","","","","","","","","","1745732607000","13","6.9","31","34","36","30","256","256","",""
"2025-04-27 06:43:27","","","","","","","","","","1745736207000","13","6.9","31","34","36","30","256","256","",""
"2025-04-27 07:43:23","","","","","","","","","","1745739803000","13","6.9","31","34","36","30","256","256","",""
"2025-04-27 08:43:23","","","","","","","","","","1745743403000","13","6.9","31","34","36","30","256","256","",""
"2025-04-27 09:43:24","","","","","","","","","","1745747004000","14","6.9","32","34","37","31","256","256","",""
"2025-04-27 10:43:24","","","","","","","","","","1745750604000","14","6.9","32","34","36","31","256","256","",""
"2025-04-27 11:43:27","","","","","","","","","","1745754207000","14","6.9","32","34","36","30","256","256","",""
"2025-04-27 12:43:31","","","","","","","","","","1745757811000","14","6.9","33","34","36","30","256","256","",""
"2025-04-27 13:43:28","","","","","","","","","","1745761408000","14","6.9","33","34","36","30","256","256","",""
"2025-04-27 15:43:30","","","","","","","","","","1745768610000","15","6.9","34","35","37","31","256","256","",""
"2025-04-27 16:43:28","","","","","","","","","","1745772208000","15","6.9","35","34","37","31","256","256","",""
"2025-04-27 17:43:29","","","","","","","","","","1745775809000","15","6.9","35","35","37","31","256","256","",""
"2025-04-27 18:43:29","","","","","","","","","","1745779409000","15","6.9","36","35","37","31","256","256","",""
"2025-04-27 19:43:30","","","","","","","","","","1745783010000","15","6.9","36","35","38","32","256","256","",""
"2025-04-27 20:43:30","","","","","","","","","","1745786610000","15","6.9","37","36","38","32","256","256","",""
"2025-04-27 21:43:33","","","","","","","","","","1745790213000","15","6.9","37","36","38","32","256","256","",""
"2025-04-27 22:43:34","","","","","","","","","","1745793814000","14","6.9","37","36","38","32","256","256","",""
"2025-04-27 23:43:32","","","","","","","","","","1745797412000","14","6.9","37","36","38","32","256","256","",""
"2025-04-27 24:43:32","","","","","","","","","","1745801012000","14","6.9","37","36","38","32","256","256","",""
"2025-04-28 01:43:33","","","","","","","","","","1745804613000","14","6.9","38","36","38","32","256","256","",""
"2025-04-28 02:43:36","","","","","","","","","","1745808216000","14","6.9","38","36","39","32","256","256","",""
"2025-04-28 03:43:39","","","","","","","","","","1745811819000","14","6.9","38","37","39","32","256","256","",""
"2025-04-28 04:00:00","","","","","","","","","","","","","","","","","","","0.2","22.57"
"2025-04-28 04:43:34","","","","","","","","","","1745815414000","13","6.9","38","36","38","32","256","256","",""
"2025-04-28 05:43:37","","","","","","","","","","1745819017000","13","6.9","40","36","38","32","256","256","",""
"2025-04-28 06:43:41","","","","","","","","","","1745822621000","13","6.9","38","36","38","32","256","256","",""
"2025-04-28 07:43:37","","","","","","","","","","1745826217000","13","6.9","38","36","38","32","256","256","",""
"2025-04-28 08:43:40","","","","","","","","","","1745829820000","14","6.9","39","37","39","32","256","256","",""
"2025-04-28 09:43:40","","","","","","","","","","1745833420000","14","6.9","40","36","38","32","256","256","",""
"2025-04-28 10:43:38","","","","","","","","","","1745837018000","14","6.9","38","35","37","31","256","256","",""
"2025-04-28 11:43:44","","","","","","","","","","1745840624000","15","6.9","39","36","38","32","256","256","",""
"2025-04-28 13:43:43","","","","","","","","","","1745847823000","15","6.9","40","36","38","32","256","256","",""
"2025-04-28 15:43:44","","","","","","","","","","1745855024000","16","6.9","43","37","39","32","256","256","",""
"2025-04-28 16:43:44","","","","","","","","","","1745858624000","17","6.9","42","37","39","33","256","256","",""
"2025-04-28 17:43:47","","","","","","","","","","1745862227000","17","6.9","42","37","39","33","256","256","",""
"2025-04-28 19:43:43","","","","","","","","","","1745869423000","17","6.9","44","38","40","33","256","256","",""
"2025-04-28 20:43:49","","","","","","","","","","1745873029000","16","6.9","24","19","20","19","256","256","",""
"2025-04-28 22:43:45","","","","","","","","","","1745880225000","15","6.9","23","23","25","21","256","256","",""
"2025-04-29 03:43:53","","","","","","","","","","1745898233000","14","6.9","22","26","28","23","256","256","",""
"2025-04-29 04:00:00","","","","","","","","","","","","","","","","","","","0","25.9"
"2025-04-29 04:43:49","","","","","","","","","","1745901829000","14","6.9","22","26","28","24","256","256","",""
"2025-04-29 06:43:55","","","","","","","","","","1745909035000","14","6.9","22","27","29","24","256","256","",""
"2025-04-29 08:43:53","","","","","","","","","","1745916233000","14","6.9","22","27","29","24","256","256","",""
"2025-04-29 10:43:54","","","","","","","","","","1745923434000","15","6.9","22","26","28","24","256","256","",""
"2025-04-29 11:43:55","","","","","","","","","","1745927035000","16","6.9","23","27","29","24","256","256","",""
"2025-04-29 12:43:58","","","","","","","","","","1745930638000","16","6.9","22","27","29","25","256","256","",""
"2025-04-29 13:43:54","","","","","","","","","","1745934234000","16","6.9","22","27","29","25","256","256","",""
"2025-04-29 14:44:00","","","","","","","","","","1745937840000","16","6.9","22","28","30","25","256","256","",""
"2025-04-29 15:43:55","","","","","","","","","","1745941435000","17","6.9","22","28","30","25","256","256","",""
"2025-04-29 16:44:01","","","","","","","","","","1745945041000","17","6.9","22","28","30","25","256","256","",""
"2025-04-29 17:43:56","","","","","","","","","","1745948636000","17","7","22","28","30","25","256","256","",""
"2025-04-29 18:43:59","","","","","","","","","","1745952239000","17","6.9","23","28","31","26","256","256","",""
"2025-04-29 19:43:57","","","","","","","","","","1745955837000","17","6.9","23","29","31","26","256","256","",""
"2025-04-29 20:43:57","","","","","","","","","","1745959437000","17","6.9","23","30","32","26","256","256","",""
"2025-04-29 21:44:00","","","","","","","","","","1745963040000","17","7","23","30","32","27","256","256","",""
"2025-04-29 22:43:58","","","","","","","","","","1745966638000","16","6.9","23","29","31","26","256","256","",""
"2025-04-29 23:44:02","","","","","","","","","","1745970242000","16","7","24","29","32","27","256","256","",""
"2025-04-29 24:44:05","","","","","","","","","","1745973845000","16","7","24","30","32","27","256","256","",""
"2025-04-30 01:44:03","","","","","","","","","","1745977443000","16","6.9","24","30","32","27","256","256","",""
"2025-04-30 02:44:00","","","","","","","","","","1745981040000","16","7","25","30","33","27","256","256","",""
"2025-04-30 03:44:02","","","","","","","","","","1745984642000","15","6.9","24","30","32","27","256","256","",""
"2025-04-30 04:44:08","","","","","","","","","","1745988248000","15","6.9","26","30","34","27","256","256","",""
"2025-04-30 05:44:08","","","","","","","","","","1745991848000","15","6.9","28","31","34","28","256","256","",""
"2025-04-30 07:44:07","","","","","","","","","","1745999047000","15","6.9","30","31","33","28","256","256","",""
"2025-04-30 08:44:07","","","","","","","","","","1746002647000","15","6.9","29","31","33","28","256","256","",""
"2025-04-30 09:44:08","","","","","","","","","","1746006248000","16","6.9","30","31","33","28","256","256","",""
"2025-04-30 11:44:09","","","","","","","","","","1746013449000","17","6.9","32","31","33","28","256","256","",""
"2025-04-30 12:44:12","","","","","","","","","","1746017052000","17","6.9","30","32","36","28","256","256","",""
"2025-04-30 13:44:07","","","","","","","","","","1746020647000","17","7","29","32","34","29","256","256","",""
"2025-04-30 15:44:11","","","","","","","","","","1746027851000","17","6.9","30","33","35","29","256","256","",""
"2025-04-30 17:44:12","","","","","","","","","","1746035052000","18","7","32","33","36","30","256","256","",""
"2025-04-30 18:44:16","","","","","","","","","","1746038656000","19","6.9","33","34","37","31","256","256","",""
"2025-04-30 19:44:14","","","","","","","","","","1746042254000","18","7","33","34","36","31","256","256","",""
"2025-04-30 20:44:14","","","","","","","","","","1746045854000","18","7","34","34","37","31","256","256","",""
"2025-04-30 22:44:13","","","","","","","","","","1746053053000","17","7","35","34","37","31","256","256","",""
"2025-04-30 24:44:16","","","","","","","","","","1746060256000","16","7","35","34","37","30","256","256","",""
"2025-05-01 01:44:17","","","","","","","","","","1746063857000","16","7","36","35","37","31","256","256","",""
"2025-05-01 02:44:15","","","","","","","","","","1746067455000","16","6.9","36","35","37","31","256","256","",""
"2025-05-01 03:44:15","","","","","","","","","","1746071055000","16","7","36","35","37","31","256","256","",""
"2025-05-01 04:00:00","","","","","","","","","","","","","","","","","","","0","26.62"
"2025-05-01 04:44:16","","","","","","","","","","1746074656000","16","6.9","37","35","38","31","256","256","",""
"2025-05-01 05:44:19","","","","","","","","","","1746078259000","16","6.9","37","36","38","32","256","256","",""
"2025-05-01 06:44:17","","","","","","","","","","1746081857000","15","6.9","36","35","37","31","256","256","",""
"2025-05-01 07:44:20","","","","","","","","","","1746085460000","16","7","37","36","38","31","256","256","",""
"2025-05-01 09:44:23","","","","","","","","","","1746092663000","16","7","37","35","37","31","256","256","",""
"2025-05-01 10:44:22","","","","","","","","","","1746096262000","17","6.9","37","35","37","31","256","256","",""
"2025-05-01 11:44:25","","","","","","","","","","1746099865000","17","7","37","35","37","31","256","256","",""
"2025-05-01 12:44:26","","","","","","","","","","1746103466000","17","6.9","38","35","37","32","256","256","",""
"2025-05-01 13:44:24","","","","","","","","","","1746107064000","17","7","39","36","38","32","256","256","",""
"2025-05-01 15:44:22","","","","","","","","","","1746114262000","17","7","40","36","38","32","256","256","",""
"2025-05-01 16:44:27","","","","","","","","","","1746117867000","19","7","42","37","39","33","256","256","",""
"2025-05-01 17:44:23","","","","","","","","","","1746121463000","18","6.9","42","37","39","33","256","256","",""
"2025-05-01 18:44:23","","","","","","","","","","1746125063000","19","7","44","38","40","33","256","256","",""
"2025-05-01 19:44:24","","","","","","","","","","1746128664000","19","7","45","38","41","34","256","256","",""
"2025-05-01 20:44:28","","","","","","","","","","1746132268000","17","7","44","37","39","33","256","256","",""
"2025-05-01 21:44:25","","","","","","","","","","1746135865000","17","7","45","37","39","34","256","256","",""
"2025-05-01 22:44:26","","","","","","","","","","1746139466000","17","7","46","38","40","34","256","256","",""
"2025-05-01 23:44:29","","","","","","","","","","1746143069000","17","7","47","38","40","34","256","256","",""
"2025-05-01 24:44:33","","","","","","","","","","1746146673000","17","7","48","38","41","34","256","256","",""
"2025-05-02 01:44:33","","","","","","","","","","1746150273000","16","7","47","38","40","33","256","256","",""
"2025-05-02 02:44:28","","","","","","","","","","1746153868000","16","7","47","38","40","34","256","256","",""
"2025-05-02 03:44:29","","","","","","","","","","1746157469000","16","7","48","38","40","34","256","256","",""
"2025-05-02 04:00:00","","","","","","","","","","","","","","","","","","","4.26","26.66"
"2025-05-02 04:44:30","","","","","","","","","","1746161070000","16","7","48","39","41","34","256","256","",""
"2025-05-02 05:44:33","","","","","","","","","","1746164673000","16","7","49","39","41","35","256","256","",""
"2025-05-02 06:44:36","","","","","","","","","","1746168276000","16","7","49","39","41","35","256","256","",""
"2025-05-02 07:44:36","","","","","","","","","","1746171876000","16","6.9","49","39","41","35","256","256","",""
"2025-05-02 09:44:35","","","","","","","","","","1746179075000","16","7","49","38","40","34","256","256","",""
"2025-05-02 10:44:35","","","","","","","","","","1746182675000","17","7","49","38","40","34","256","256","",""
"2025-05-02 11:44:36","","","","","","","","","","1746186276000","17","6.9","50","38","40","34","256","256","",""
"2025-05-02 12:44:39","","","","","","","","","","1746189879000","18","7","53","40","41","35","256","256","",""
"2025-05-02 13:44:37","","","","","","","","","","1746193477000","18","7","53","40","42","35","256","256","",""
"2025-05-02 14:44:37","","","","","","","","","","1746197077000","17","7","53","39","41","35","256","256","",""
"2025-05-02 15:44:38","","","","","","","","","","1746200678000","19","7","56","42","43","37","256","256","",""
"2025-05-02 18:44:43","","","","","","","","","","1746211483000","18","7","58","42","44","37","256","256","",""
"2025-05-02 19:44:43","","","","","","","","","","1746215083000","17","7","58","42","43","36","256","256","",""
"2025-05-02 20:44:39","","","","","","","","","","1746218679000","17","7","59","42","43","37","256","256","",""
"2025-05-02 23:44:40","","","","","","","","","","1746229480000","16","7","60","42","43","37","256","256","",""
"2025-05-02 24:44:40","","","","","","","","","","1746233080000","16","7","60","44","43","36","256","256","",""
"2025-05-03 02:44:42","","","","","","","","","","1746240282000","16","7","61","64","41","35","256","256","",""
"2025-05-03 03:44:48","","","","","","","","","","1746243888000","16","7","61","64","41","35","256","256","",""
"2025-05-03 04:00:00","","","","","","","","","","","","","","","","","","","35.83","25.46"
"2025-05-03 04:44:48","","","","","","","","","","1746247488000","16","7","62","65","41","35","256","256","",""
"2025-05-03 05:44:46","","","","","","","","","","1746251086000","16","7","62","65","42","35","256","256","",""
"2025-05-03 06:44:49","","","","","","","","","","1746254689000","16","7","63","65","42","35","256","256","",""
"2025-05-03 07:44:47","","","","","","","","","","1746258287000","16","6.9","63","65","41","35","256","256","",""
"2025-05-03 09:44:48","","","","","","","","","","1746265488000","16","6.9","63","65","41","35","256","256","",""
"2025-05-03 13:44:51","","","","","","","","","","1746279891000","18","6.9","67","68","44","37","256","256","",""
"2025-05-03 14:44:51","","","","","","","","","","1746283491000","17","7","66","66","43","36","256","256","",""
"2025-05-03 15:44:52","","","","","","","","","","1746287092000","18","7","68","68","44","37","256","256","",""
"2025-05-03 16:44:55","","","","","","","","","","1746290695000","17","7","68","67","43","36","256","256","",""
"2025-05-03 17:44:53","","","","","","","","","","1746294293000","17","6.9","66","54","34","28","256","256","",""
"2025-05-03 21:44:58","","","","","","","","","","1746308698000","16","7","22","33","24","17","256","256","",""
"2025-05-03 23:44:54","","","","","","","","","","1746315894000","16","6.9","22","36","23","19","256","256","",""
"2025-05-04 01:44:57","","","","","","","","","","1746323097000","16","7","22","38","24","20","256","256","",""
"2025-05-04 02:44:55","","","","","","","","","","1746326695000","16","6.9","22","39","24","20","256","256","",""
"2025-05-04 03:45:01","","","","","","","","","","1746330301000","16","6.9","22","39","24","21","256","256","",""
"2025-05-04 04:00:00","","","","","","","","","","","","","","","","","","","21.06","21.17"
